,Precio,Título,Combustible,Año,kilometraje,Cambio,Potencia,B
578,16490,Renault Kangoo Profesional M1-AF En. dCi 55kW (75CV) E6,Diésel,2017,24071,Manual,75,Diésel
579,9990,Renault Kadjar 2016 AUTOMATICO,Diésel,2016,173000,Automático,110,Diésel
580,24536,Renault Espace Limited dCi 118 kW (160 CV) Twin Turbo EDC 118 kW (160 CV),Diésel,2018,58326,Automático,160,Diésel
582,12490,Renault Megane 1.5 DCI ENERGY ZEN 81 KW,Diésel,2017,123056,Manual,110,Diésel
583,16227,Renault Captur Life TCe 74 kW (100 CV),Gasolina,2020,7329,Manual,100,Gasolina
584,14727,Renault Megane Zen Blue dCi 85 kW (115 CV),Diésel,2019,94695,Manual,115,Diésel
585,16290,Renault Grand Scénic 1.5 DCI ENERGY EDITION - 7 PLAZAS,Diésel,2018,133409,Manual,108,Diésel
586,9290,Renault Clio 1.5 DCI SS ENERGY BUSINESS 55KW,Diésel,2018,91397,Manual,75,Diésel
587,16290,Renault Grand Scénic 1.5 DCI ENERGY EDITION - 7 PLAZAS,Diésel,2018,133409,Manual,108,Diésel
588,18000,Renault Trafic 2009,Diésel,2009,196600,Manual,115,Diésel
589,14455,Renault Clio Zen TCe 66 kW (90 CV),Gasolina,2019,56080,Manual,90,Gasolina
590,16890,Renault Grand Scénic LIMITED BLUE DCI 120CV - 7PLAZAS,Diésel,2019,131398,Manual,120,Diésel
591,16890,Renault Grand Scénic LIMITED BLUE DCI 120CV - 7PLAZAS,Diésel,2019,131398,Manual,120,Diésel
592,14818,Renault Clio Evolution TCe 66 kW (90 CV),Gasolina,2023,6106,Manual,90,Gasolina
593,21950,Renault Megane 2019,Gasolina,2019,85000,Manual,163,Gasolina
594,12000,Renault Captur Intens Energy TCe 66 kW (90 CV),Gasolina,2017,36871,Manual,90,Gasolina
595,232,RENAULT KANGOO FURGON 1.5 DCI PROFESIONAL 90CV,Diésel,2018,80168,Manual,90,Diésel
596,12450,Renault Zoe Life R240 65 kW (88 CV),Eléctrico,2015,29220,Automático,88,Eléctrico
597,2500,Renault Koleos 2012,Diésel,2012,300100,Manual,174,Diésel
598,15273,Renault Megane Zen Energy TCe 96 kW (130 CV),Gasolina,2016,16904,Manual,130,Gasolina
600,1800,Renault Scenic 2005,Diésel,2005,278000,Manual,110,Diésel
602,10400,Renault Scenic Limited Energy TCe 85 kW (115 CV),Gasolina,2014,83187,Manual,115,Gasolina
603,11850,Renault Captur Zen Energy TCe 66 kW (90 CV),Gasolina,2015,56478,Manual,90,Gasolina
604,25364,Renault Trafic Passenger dCi Energy 92 kW (125 CV),Diésel,2017,50244,Manual,125,Diésel
605,25227,Renault Captur Techno E-Tech Híbrido 107 kW (145 CV),Eléctrico,2023,8224,Automático,145,Hybrid
606,12490,Renault Megane IV SPORT TOURER ZEN 1.5 DCI 110CV,Diésel,2017,133033,Manual,110,Diésel
607,11890,Renault Talisman 1.5 DCI ENERGY ECO2 INTENS 81 KW,Diésel,2016,145335,Manual,110,Diésel
608,12490,Renault Megane IV SPORT TOURER ZEN 1.5 DCI 110CV,Diésel,2017,133033,Manual,110,Diésel
609,3800,Renault Megane 2000,Gasolina,2000,151000,Manual,110,Gasolina
610,1350,Renault Megane 2007,Diésel,2007,400000,Manual,105,Diésel
611,1800,Renault Megane 2004,Gasolina,2004,240000,Manual,115,Gasolina
612,12991,Renault Scenic Zen TCe 103 kW (140 CV) GPF,Gasolina,2018,123384,Manual,140,Gasolina
613,6300,Renault Clio Expression TCe eco2 74 kW (100 CV),Gasolina,2009,138141,Manual,100,Gasolina
614,14045,Renault Kadjar Zen Energy TCe 97 kW (130 CV),Gasolina,2016,44669,Manual,130,Gasolina
615,15000,Renault Kadjar Intens Energy dCi 81 kW (110 CV),Diésel,2017,123119,Manual,110,Diésel
616,13909,Renault Scenic Zen Energy TCe 96 kW (130 CV),Gasolina,2017,98446,Manual,130,Gasolina
617,14182,Renault Scenic Intens Energy TCe 96 kW (130 CV),Gasolina,2017,91902,Manual,130,Gasolina
618,14727,Renault Clio Zen TCe 74 kW (100 CV) GLP,Otros,2021,39809,Manual,100,Otros
619,11727,Renault Clio Zen Energy TCe 66 kW (90 CV),Gasolina,2017,109647,Manual,90,Gasolina
621,2500,Renault Megane 2006,Diésel,2006,295000,Manual,110,Diésel
622,9990,Renault Kangoo combi 1.5 DCI EN. PROF. M1-AF 55 KW,Diésel,2017,130908,Manual,75,Diésel
623,2800,Renault Laguna 2003,Diésel,2003,252398,Manual,120,Diésel
624,9750,Renault Megane 1.6 16v Emotion 2011 81 kW (110 CV),Gasolina,2012,114516,Manual,110,Gasolina
625,8350,Renault Clio ST dCi 75 eco2 Authentique 55 kW (75 CV),Diésel,2014,144508,Manual,75,Diésel
626,2500,Renault Scenic 2008,Diésel,2008,367000,,105,Diésel
627,6000,Renault Trafic 2009,Diésel,2009,25000,Manual,115,Diésel
628,16273,Renault Clio RS Line TCe 74 kW (100 CV),Gasolina,2020,58417,Manual,100,Gasolina
629,2100,Renault Megane 2007,Diésel,2007,314000,Manual,130,Diésel
630,5100,Renault Scenic 2011,Diésel,2011,230000,Manual,95,Diésel
631,13000,Renault Megane Zen Energy dCi 96 kW (130 CV),Diésel,2016,112368,Manual,130,Diésel
632,12900,Renault Clio 1.0 TCE 67KW EQUILIBRE 90 5P,Gasolina,2022,37325,Manual,90,Gasolina
633,4200,Renault Trafic 2004,Diésel,2004,264346,Manual,100,Diésel
634,11850,Renault Megane ST TCe GT Style 85 kW (115 CV),Gasolina,2014,37409,Manual,115,Gasolina
635,3600,Renault Laguna 2010,Diésel,2010,210000,Manual,110,Diésel
636,3500,Renault Kangoo 2008,Diésel,2008,250000,Manual,70,Diésel
637,8000,Renault Megane 2015,Diésel,2015,117000,Manual,110,Diésel
638,6500,Renault Clio 2018,Diésel,2018,218321,Manual,90,Diésel
639,14536,Renault Express Furgon Confort Blue dCi 55 kW (75 CV),Diésel,2021,17960,Manual,75,Diésel
640,13818,Renault Megane Tech Road Energy TCe 97 kW (130 CV),Gasolina,2018,36680,Manual,130,Gasolina
641,13364,Renault Captur Zen Energy dCi 66 kW (90 CV) EDC,Diésel,2017,57179,Automático,90,Diésel
642,4199,Renault Scenic 2015,Diésel,2015,248000,Manual,132,Diésel
644,8999,Renault Grand Scenic 2015 1.6 dci 130cv,Diésel,2015,136000,Manual,130,Diésel
645,16490,Renault Grand Scénic 5P MONOVOLUME BUSINESS 7P ENERGY DCI 110,Diésel,2018,113775,Manual,110,Diésel
646,17264,Renault Megane Sport Tourer Zen TCe 103 kW (140 CV),Gasolina,2021,40905,Manual,140,Gasolina
647,21591,Renault Koleos Zen dCi 130 kW (175 CV) X-Tronic,Diésel,2019,68923,Automático,175,Diésel
648,12227,Renault Kadjar TCe 130 Intens Energy 96 kW (130 CV),Gasolina,2017,141927,Manual,130,Gasolina
649,16273,Renault Kadjar Zen Energy dCi 81 kW (110 CV) EDC,Diésel,2017,50680,Automático,110,Diésel
650,19000,Renault Grand Scenic Zen TCe 117 kW (160 CV) GPF,Gasolina,2019,65143,Manual,160,Gasolina
651,18818,Renault Clio Intens E-Tech Híbrido 103 kW (140 CV),Eléctrico,2022,17061,Automático,140,Hybrid
652,19991,Renault Megane GT Line TCe GPF 117 kW (160 CV),Gasolina,2019,48188,Manual,160,Gasolina
654,13490,Renault Scénic IV ZEN 1.5 DCI 110CV MT6 E6,Diésel,2017,124000,Manual,110,Diésel
655,13490,Renault Scénic IV ZEN 1.5 DCI 110CV MT6 E6,Diésel,2017,124000,Manual,110,Diésel
656,14045,Renault Kadjar Zen Energy TCe 96 kW (130 CV) EDC,Gasolina,2016,139016,Automático,130,Gasolina
657,18544,Renault Megane Zen TCe 103 kW (140 CV) EDC GPF,Gasolina,2021,37359,Automático,140,Gasolina
658,20818,Renault Scenic Zen Blue dCi 110 kW (150 CV) EDC,Diésel,2020,60723,Automático,150,Diésel
659,4500,Renault Megane 2010 105cv,Diésel,2010,220000,Manual,105,Diésel
660,19200,Renault Captur 1.5 DCI 85KW ZEN BLUE 115 5P,Diésel,2021,49231,Manual,115,Diésel
661,8990,Renault Megane Coupe Limited Energy TCe 85 kW (115 CV) SANDS,Gasolina,2015,154204,Manual,115,Gasolina
662,13500,Renault Captur Zen Energy dCi 66 kW (90 CV) eco2,Diésel,2015,48556,Manual,90,Diésel
664,7995,Renault Clio 2015,Gasolina,2015,136726,Manual,90,Gasolina
665,8895,Renault Clio Business Energy dCi 55kW (75CV),Diésel,2018,111726,Manual,74,Diésel
666,6200,Renault Kangoo 2018,Diésel,2018,179000,Manual,75,Diésel
667,3030,Renault Scenic 2008,Gasolina,2008,216766,Manual,110,Gasolina
668,28636,Renault Master Furgon L2H2 3500 Blue dCi 99 kW (135 CV),Diésel,2021,110294,Manual,135,Diésel
669,18155,Renault Koleos dCi 130 Zen X-Tronic 130 kW (177 CV),Diésel,2017,116559,Automático,177,Diésel
670,15909,Renault Captur Zen TCe Micro Híbrido 103 kW (140 CV) GPF,Gasolina,2021,145145,Manual,140,Hybrid
671,15636,Renault Megane Sport Tourer Bose Blue dCi 85 kW (115 CV),Diésel,2019,79919,Manual,115,Diésel
672,15909,Renault Espace Zen Energy dCi 118 kW (160 CV) TT EDC,Diésel,2016,146271,Automático,160,Diésel
673,25990,Renault Master Furgon Ch D C P L3 3500 RG E Blue dCi 107kW C A 9 Plazas,Diésel,2019,38605,Manual,145,Diésel
674,2500,! RENAULT SCENIC 2007 SOLO 148.000 KM !,Diésel,2007,148000,Manual,105,Diésel
675,11490,Renault Captur Zen Energy TCe 66 kW (90 CV),Gasolina,2018,113700,Manual,90,Gasolina
676,2500,Renault B120 1997,Diésel,1997,470000,Manual,120,Diésel
677,11490,Renault Captur Zen Energy TCe 66 kW (90 CV),Gasolina,2018,113700,Manual,90,Gasolina
678,11490,Renault Captur Zen Energy TCe 66 kW (90 CV),Gasolina,2018,113700,Manual,90,Gasolina
679,11490,Renault Captur Zen Energy TCe 66 kW (90 CV),Gasolina,2018,113700,Manual,90,Gasolina
680,18045,Renault Kadjar Zen Blue dCi 110 kW (150 CV) 4x2,Diésel,2020,80620,Manual,150,Diésel
681,7500,Renault Megane GT Line,Gasolina,2013,136000,Manual,115,Gasolina
682,1600,Renault Megane 2002,Diésel,2002,251000,Manual,105,Diésel
683,13000,Renault Kangoo 1.5 BLUE DCI 70KW PROFESIONAL M1-AF 95 4P,Diésel,2020,48883,Manual,95,Diésel
684,9800,Renault Clio dCi 75 Expression eco2 55 kW (75 CV),Diésel,2015,72621,Manual,75,Diésel
685,29990,Renault Austral Techno Mild Hybrid 103kW (140CV),,2023,16000,Manual,140,Hybrid
686,13490,Renault Clio Zen Energy TCe 87kW (120CV),Gasolina,2018,22859,Manual,120,Gasolina
687,24291,Renault Koleos Zen dCi 130 kW (175 CV) X-Tronic 4x4,Diésel,2019,39800,Automático,175,Diésel
688,21091,Renault Koleos Zen dCi 130 kW (175 CV) X-Tronic 4x4,Diésel,2019,82407,Automático,175,Diésel
689,4990,Renault Clio Grand Tour 1.2 16v Authentique eco2 55 kW (75 CV),Gasolina,2010,140939,Manual,75,Gasolina
690,2999,Renault Laguna 2005,Diésel,2005,238000,Manual,130,Diésel
691,3500,Renault Master 2007,Diésel,2007,43000,Manual,150,Diésel
692,16227,Renault Zoe Life 80 kW R110 Bateria 40kWh 79 kW (108 CV),Eléctrico,2021,51000,Automático,108,Eléctrico
693,8590,Renault Clio TCe 90 Dynamique Energy SANDS 66 kW (90 CV),Gasolina,2016,120805,Manual,95,Gasolina
694,25445,Renault Trafic Furgon L2H1 Blue dCi CUA 96 Kw (130 CV),Diésel,2022,65752,Manual,130,Diésel
695,19500,Renault Trafic 2.0 ENERGY BLUEDCI 88KW 29 L1H1 120 4P,Diésel,2020,75721,Manual,120,Diésel
696,1100,Renault Megane 2009,Diésel,2009,332123,Manual,130,Diésel
697,3800,Renault Megane 2010,Diésel,2010,307,Manual,130,Diésel
699,9490,Renault Clio 2016,Gasolina,2016,89306,Manual,75,Gasolina
700,14490,Renault Megane 2019,Diésel,2019,62872,Manual,94,Diésel
701,1500,Renault Megane 2003,Gasolina,2003,310000,Manual,110,Gasolina
702,13990,Renault Megane 2016,Gasolina,2016,100974,Manual,132,Gasolina
703,1300,Renault Clio 2000,Gasolina,2000,66000,Manual,60,Gasolina
704,2200,Renault Kangoo 2008,Diésel,2008,350000,Manual,68,Diésel
705,7500,Renault Megane 2018,Diésel,2018,230000,Manual,94,Diésel
706,4500,Renault Clio 2014,Diésel,2014,268939,Manual,90,Diésel
707,6100,Renault Megane 2014,Gasolina,2014,160000,Manual,115,Gasolina
708,2399,Renault Scenic 2006,Diésel,2006,26438,Manual,105,Diésel
709,25000,Renault Megane RS TRACKTOOL HOMOLOGADO,Gasolina,2010,180000,Manual,250,Gasolina
710,6000,Renault Master 2009,Diésel,2009,780000,Manual,150,Diésel
711,1300,Renault Megane 2007 - Fallo inyección,Diésel,2007,272000,Manual,105,Diésel
712,13990,Renault Captur 2014,Gasolina,2014,47300,Automático,120,Gasolina
713,2000,Renault Scenic 2004,Gasolina,2006,152000,Manual,110,Gasolina
715,7200,Renault Kangoo 2018,Diésel,2018,150000,Manual,75,Diésel
716,8990,Renault Master 2013,Diésel,2013,290646,Manual,125,Diésel
717,4000,Renault Master 2004,Diésel,2004,418006,Manual,82,Diésel
718,13490,Renault Captur Limited TCe 66kW (90CV),Gasolina,2019,80822,Manual,90,Gasolina
719,12240,Renault Clio Intens TCe 74 kW (100CV),Gasolina,2020,18314,Manual,100,Gasolina
720,19000,Renault Kadjar Zen Blue dCi 85 kW (115 CV),Diésel,2021,24408,Manual,115,Diésel
721,5995,Renault Kangoo 2015,Diésel,2015,121000,Manual,75,Diésel
722,3500,Renault Clio 2006,Gasolina,2006,134000,Manual,100,Gasolina
723,7500,✅Renault Kangoo 2019✅Mini Camper ✅Todos los extras,Diésel,2019,199000,Manual,90,Diésel
724,1600,Renault Megane 2005,Gasolina,2005,220000,Manual,115,Gasolina
725,1650,Renault Laguna 2002,Gasolina,2002,238044,Manual,123,Gasolina
726,3500,Renault Scenic 2008,Diésel,2008,266000,Manual,105,Diésel
727,18591,Renault Scenic Zen TCe 103 kW (140 CV) GPF EDC,Gasolina,2019,68587,Automático,140,Gasolina
728,1800,Renault Megane 2003,Gasolina,2003,180000,Manual,110,Gasolina
729,19500,Renault Clio 2022,Eléctrico,2022,12500,Automático,140,Eléctrico
730,13990,Renault Megane Business Blue dCi 85 kW (115CV),Diésel,2021,26033,Manual,115,Diésel
731,14890,Renault Captur Zen dCi 66kW (90CV) EDC,Diésel,2019,54890,Automático,90,Diésel
732,1540,Renault Laguna 2005,Diésel,2005,280052,Manual,120,Diésel
733,14990,Renault Captur Intens TCe 90,Gasolina,2022,14148,Manual,90,Gasolina
734,11500,Renault Megane 2019,Diésel,2019,158000,Manual,115,Diésel
735,11900,Renault Kadjar 2016,Gasolina,2016,150000,Manual,132,Gasolina
736,2900,Renault Megane 2004 GASOLINA/GLP,Gasolina,2004,208000,Manual,115,Otros
737,760,Renault Laguna 2002,Diésel,2002,317,Manual,120,Diésel
738,1999,Renault Clio 2004,Gasolina,2004,200000,Manual,172,Gasolina
739,3600,Renault Megane 1.5 Dci 110 cv,Diésel,2013,305000,Manual,110,Diésel
740,1990,Renault Grand Scenic 2004,Diésel,2004,163000,Manual,136,Diésel
741,8730,Renault Twingo Zen 60 kW R80 batería 20kWh,Eléctrico,2020,46880,Automático,82,Eléctrico
742,15730,Renault Scénic Limited TCe 103kW (140CV) EDC GPF,Gasolina,2020,37072,Automático,140,Gasolina
743,3700,Renault Megane 1.5 dCi 110 cv,Diésel,2013,277000,Manual,110,Diésel
744,4200,Renault 4 Renault 4 1982,Gasolina,1982,34000,Manual,30,Gasolina
747,17990,Renault Grand Scénic Zen Blue dCi 110 kW (150CV) - SS,Diésel,2019,89254,Manual,150,Diésel
748,25490,Renault Arkana Equilibre TCe 103kW(140CV) EDC mild hyb,,2022,43205,Automático,140,
749,17000,Renault Trafic 2019,Diésel,2019,107000,Manual,121,Diésel
750,3100,Renault Grand Espace 2003,Diésel,2003,180000,Manual,130,Diésel
751,5000,Renault Master 2007,Diésel,2007,543000,Manual,120,Diésel
752,12990,Renault Captur 0.9 TCe LIMITED,Gasolina,2019,67260,Manual,90,Gasolina
753,3200,Renault Megane 2008,Diésel,2008,270000,Manual,105,Diésel
754,1400,Renault Clio 2004,,2004,270000,Manual,60,
755,18990,Renault Kadjar 2018,Diésel,2018,109426,Automático,130,Diésel
756,9990,Renault Megane Coupé Bose EDC dCi 110,Diésel,2015,69038,Automático,110,Diésel
758,1700,Renault Laguna 2005,Diésel,2005,237000,Manual,120,Diésel
759,18490,Renault Trafic 95CV,Diésel,2018,96266,Manual,95,Diésel
760,2700,Renault Megane 2006,Diésel,2006,205081,Manual,105,Diésel
761,500,Renault Scenic 2006,Diésel,2006,180000,Manual,135,Diésel
763,4500,Renault Clio 2012,Gasolina,2012,160000,Manual,75,Gasolina
765,20500,Renault Megane Zen,Gasolina,2021,29900,Manual,140,Gasolina
767,7900,Renault Megane Sport tourer ST 1.5 dCi 115 cv,Diésel,2019,260000,Manual,115,Diésel
768,32990,Renault Megane RS TCe GPF 205 kW (280CV) EDC - 5 P (2020),Gasolina,2019,36000,Automático,280,Gasolina
769,17490,Renault Captur techno TCe 67kW (90CV),Gasolina,2023,9750,Manual,90,Gasolina
770,13490,Renault Clio Equilibre TCe 67 kW (91CV),Gasolina,2023,8499,Manual,90,Gasolina
771,13490,Renault Captur Intens TCe 74kW (100CV),Gasolina,2020,99045,Manual,100,Gasolina
772,17490,Renault Captur techno TCe 67kW (90CV),Gasolina,2023,9750,Manual,90,Gasolina
773,11490,Renault Captur Life dCi 66kW (90CV),Diésel,2018,97139,Manual,90,Diésel
774,13990,Renault Clio Equilibre TCe 67 kW (91CV),Gasolina,2023,9965,Manual,90,Gasolina
775,12990,Renault Captur Zen TCe 66kW (90CV),Gasolina,2019,39642,Manual,90,Gasolina
776,7990,Renault Scenic 2015,Gasolina,2015,62000,Manual,115,Gasolina
777,5500,Renault Kangoo 2016 furgón profesional,Diésel,2016,215000,Manual,75,Diésel
778,4200,Renault Megane sport tourer,Diésel,2009,237000,Manual,98,Diésel
779,6900,Renault Laguna 2012 150cv,Diésel,2012,179000,Manual,150,Diésel
780,4800,Renault Master 2009,Diésel,2009,415000,Manual,120,Diésel
781,7990,Renault Scenic Bose,Diésel,2015,191000,Manual,130,Diésel
783,3000,Renault Clio 2006,Diésel,2006,220000,Manual,105,Diésel
784,19490,Renault Captur Intens TCe 140CV GPF Micro Híbrido,,2021,23791,Manual,140,Hybrid
785,11890,Renault Megane Limited + Blue dCi 70kW (95CV),Diésel,2019,85000,Manual,95,Diésel
786,19490,Renault Captur Intens TCe 140CV GPF Micro Híbrido,,2021,23791,Manual,140,Hybrid
787,15490,Renault Kadjar Zen Energy dCi 96kW (130CV),Diésel,2017,82375,Manual,130,Diésel
788,14890,Renault Kadjar Intens Blue dCi 85kW (115CV),Diésel,2019,70000,Manual,115,Diésel
789,24990,Renault Clio RS Energy 147kW (200CV) EDC,Gasolina,2018,62732,Automático,200,Gasolina
790,10700,Renault KANGOO EXPRESS (O) Profesional dCi 55 kW (75 CV),Diésel,2020,106866,Manual,75,Diésel
791,27990,Renault Austral Equilibre Mild Hybrid 103kW (140CV),,2023,10441,Manual,140,Hybrid
792,11990,Renault Megane Limited Energy TCe 74kW (100CV),Gasolina,2018,105063,Manual,100,Gasolina
793,13490,Renault Captur Zen Blue dCi 70kW (95CV),Diésel,2020,41170,Manual,95,Diésel
794,15780,Renault Captur Zen Blue dCi 70kW (95CV),Diésel,2020,48863,Manual,95,Diésel
795,16790,Renault Scénic Intens Energy dCi 81kW (110CV),Diésel,2017,55520,Manual,110,Diésel
796,29990,Renault Austral Techno Esprit Alpin Mild Hybrid 116kW AT,,2022,23000,Automático,158,Hybrid
797,13490,Renault Megane Bose Energy dCi 81kW (110CV),Diésel,2016,130000,Manual,110,Diésel
798,2000,Renault Kangoo 2003,Diésel,2003,190000,Manual,65,Diésel
799,24025,Nuevo Clio Espirit Alpine E-Tech Full Hybrid 145cv,Gasolina,2023,533,Automático,143,Hybrid
800,11600,Renault Megane 2019,Diésel,2019,122000,Manual,115,Diésel
801,3500,Renault Trafic 2007,Diésel,2007,400000,Manual,100,Diésel
802,19800,Renault Megane 2021,Diésel,2021,71000,Manual,115,Diésel
803,14990,Renault Captur Zen dCi 66kW (90CV) -18,Diésel,2018,71000,Manual,90,Diésel
804,13790,Renault Kadjar Tech Road Energy dCi 81kW (110CV),Diésel,2017,77929,Manual,110,Diésel
805,16990,Renault Talisman Zen Blue dCi 118kW (160CV) EDC,Diésel,2019,81000,Automático,160,Diésel
806,17990,Renault Espace Initiale Paris Energy dCi 118kW TT EDC,Diésel,2017,148052,Automático,160,Diésel
807,22490,Renault Clio Evolution E-Tech full hybrid 145 (103kw),,2024,2100,Automático,143,Hybrid
808,13790,Renault Kadjar Tech Road Energy dCi 81kW (110CV),Diésel,2017,77929,Manual,110,Diésel
809,12000,Renault Kangoo 2017,Diésel,2017,103000,Manual,110,Diésel
810,16990,Renault Talisman Zen Blue dCi 118kW (160CV) EDC,Diésel,2019,81000,Automático,160,Diésel
811,690,Renault Clio 2002,Diésel,2002,330000,Manual,65,Diésel
812,7499,Renault Clio 2015,Diésel,2015,149000,Manual,90,Diésel
813,22490,Renault Clio Evolution E-Tech full hybrid 145 (103kw),,2024,2100,Automático,143,Hybrid
814,8000,Renault Scenic 2012,Diésel,2012,275000,Manual,130,Diésel
815,16900,Renault Grand Scenic AUTO 7 PLAZAS GASOLINA 2020,Gasolina,2020,79000,Manual,140,Gasolina
816,1900,Renault Megane 2006,Diésel,2006,250000,Manual,120,Diésel
819,6999,Renault Kangoo 2016,Diésel,2016,160000,Manual,75,Diésel
820,19990,Renault Grand Scénic Zen TCe 103 kW (140CV) GPF - SS,Gasolina,2020,31800,Manual,140,Gasolina
821,13990,Renault Talisman Intens Energy dCi 81kW (110CV) ECO2,Diésel,2017,70000,Manual,110,Diésel
822,23390,Renault Megane S.T. E-Tech Engineered Híb. ench. 117kW,,2022,50746,Automático,160,
823,20990,Renault Arkana Intens E-TECH Híbrido 105 kW (145CV) -SS,,2021,47429,Automático,145,Hybrid
824,19990,Renault Grand Scénic Zen TCe 103 kW (140CV) GPF - SS,Gasolina,2020,31800,Manual,140,Gasolina
825,21490,Renault Arkana Intens E-TECH Híbrido 105 kW (145CV) -SS,,2021,64500,Automático,145,Hybrid
826,9490,Renault Captur Intens Energy dCi 66kW (90CV) eco2,Diésel,2017,131860,Manual,90,Diésel
827,17500,Renault Megane 2019,Gasolina,2019,35000,Manual,140,Gasolina
828,1200,Renault Clio 2003,Diésel,2003,270000,Manual,75,Diésel
829,1600,Renault Scenic 2004,Diésel,2004,130000,Manual,100,Diésel
830,2000,Renault Scenic 2004,Diésel,2004,240,Manual,120,Diésel
831,16490,Renault Kadjar Zen Energy dCi 81kW (110CV) ECO2,Diésel,2016,36000,Manual,110,Diésel
833,5500,Renault Scenic 2013,Diésel,2013,238000,Manual,110,Diésel
834,22990,Renault Master Furgon MASTER FURGON L3H2 dCi 135CV,Diésel,2022,35000,Manual,136,Diésel
835,17990,Renault Koleos Zen dCi 130kW (175cv) X-Tronic 4WD,Diésel,2018,160000,Automático,177,Diésel
836,2500,Renault Scenic 2004,Diésel,2004,204000,Manual,120,Diésel
837,2199,Renault Megane 2007,Diésel,2007,316000,Manual,105,Diésel
838,12999,Renault Megane 2018,Diésel,2018,109000,Manual,110,Diésel
839,13990,Renault Captur Xmod Energy TCe 120 EDC,Gasolina,2016,62816,Automático,120,Gasolina
840,13490,Renault Clio Limited dCi 55kW (75CV) -18,Diésel,2019,27924,Manual,75,Diésel
841,29645,Renault Master 2023,Diésel,2023,19000,Manual,136,Diésel
842,6999,Renault Megane 2014. 115cv. Etiqueta C,,2014,152000,Manual,115,
843,17990,Renault Trafic Energy BluedCi 107 kW,Diésel,2020,76577,Manual,145,Diésel
845,1200,Renault Megane 2007,Diésel,2007,336835,Manual,130,Diésel
846,9990,Renault Grand Scénic BOSE Energy TCe 96kW (130CV) 7p E6,Gasolina,2016,86630,Manual,130,Gasolina
847,15990,Renault Captur Zen TCe GPF 96kW (130CV),Gasolina,2019,57000,Manual,130,Gasolina
848,1,Renault Megane 2017,Diésel,2017,166000,Manual,130,Diésel
849,1350,Renault Scenic 2007,Diésel,2007,388000,Manual,105,Diésel
850,33900,Renault Austral Techno,,2023,15500,Automático,200,
851,12000,Renault Grand Scenic 2017,Diésel,2017,123000,Automático,110,Diésel
852,1800,Renault Scenic 2005,Diésel,2005,193000,Manual,120,Diésel
853,2200,Renault Megane 2007,Gasolina,2007,351000,Manual,110,Gasolina
854,3200,Renault Scenic 2008,Diésel,2008,218000,Manual,136,Diésel
855,3500,Renault Clio 2007,Gasolina,2007,130,Manual,75,Gasolina
857,2900,Renault Kangoo 2006,Diésel,2006,330000,Manual,84,Diésel
858,7000,Renault Megane 2012,Diésel,2012,99000,Manual,110,Diésel
860,2799,Renault Grand Scenic 1.5DCI 6v 7 plz unico dueño,Diésel,2007,263000,Manual,105,Diésel
861,6900,Renault Megane 2007,Gasolina,2007,150000,Manual,100,Gasolina
862,34600,Renault Trafic 150cv Auto Nueva,Diésel,2024,1,Automático,150,Diésel
863,6900,Renault Megane 2008,Gasolina,2008,148500,Manual,110,Gasolina
864,1400,Renault 4TL 1989,Gasolina,1989,129000,Manual,40,Gasolina
865,15990,Renault Kadjar Zen GPF TCe 117kW (160CV) - 18,Gasolina,2018,110000,Manual,160,Gasolina
867,10500,Renault Espace 2015,Diésel,2015,326000,Manual,130,Diésel
868,16000,Renault Espace V dci 160cv 2015,Diésel,2015,198000,Automático,1600,Diésel
869,1100,Renault Scenic 2002,Diésel,2002,228000,Manual,80,Diésel
870,6900,Renault Grand Espace 2010,Diésel,2010,177000,Manual,150,Diésel
872,15999,Renault Trafic 2019,Diésel,2019,130000,Manual,95,Diésel
873,1100,Renault Clio 2005,Diésel,2005,300000,Manual,105,Diésel
875,2300,Renault Scenic 2002,Diésel,2002,100,Manual,140,Diésel
876,2300,Renault Megane 2007,Diésel,2007,340000,Manual,130,Diésel
877,2100,Renault Clio 2006,Diésel,2006,282000,Manual,105,Diésel
878,39490,Renault Megane RS Trophy TCe 221 kW (300CV) GPF,Gasolina,2021,17872,Manual,300,Gasolina
879,7250,Renault Koleos 2012,Diésel,2012,180000,Manual,150,Diésel
880,2300,Renault 18 GTS,Gasolina,1980,147138,Manual,79,Gasolina
881,3490,Renault Megane 2006,,2006,145000,Manual,98,
882,15990,Renault Trafic Energy BluedCi 88 kW,Diésel,2020,99990,Manual,120,Diésel
883,20900,Renault Megane Renault Sport Line TCe 103 kW (140 CV) GPF,Gasolina,2021,24217,Manual,140,Gasolina
884,19490,Renault Captur Zen TCe 96kW (130CV) EDC,Gasolina,2020,10000,Automático,130,Gasolina
885,9490,Renault Clio Business TCe 55kW (75CV) -18,Gasolina,2018,85000,Manual,76,Gasolina
886,12490,Renault Megane Bose Energy dCi 81kW (110CV),Diésel,2017,102801,Manual,110,Diésel
887,12990,Renault Clio Intens TCe 74 kW (100CV) GLP,Otros,2021,19802,Manual,100,Otros
888,16490,Renault Talisman Limited Energy dCi 96 kW (130CV),Diésel,2018,70317,Manual,130,Diésel
889,12990,Renault Megane Zen Energy TCe 97kW (130CV),Gasolina,2018,114818,Manual,130,Gasolina
890,12150,Renault Kangoo EXPRESS ZE,Eléctrico,2018,22108,Automático,60,Eléctrico
891,12150,Renault Kangoo EXPRESS ZE,Eléctrico,2018,22108,Automático,60,Eléctrico
